ID Transaksi,Produk,Kategori,Satuan,Kuantitas,Harga Satuan,Total Harga,Tanggal Pembelian
T1076,Besi Beton,Bahan Logam dan PVC,Batang,9,101000,909000,1/6/2024
T1087,Kuas,Alat,Buah,10,18000,180000,1/3/2024
T1539,Semen,Material Konstruksi,Zak,10,63000,630000,1/5/2024
T1981,Pasir,Material Konstruksi,Meter Kubik,10,447000,4470000,1/9/2024
T1351,Semen,Material Konstruksi,Zak,4,63000,252000,1/1/2024
T1652,Semen,Material Konstruksi,Zak,8,63000,504000,1/2/2024
T2026,Semen,Material Konstruksi,Zak,8,63000,504000,1/4/2024
T1062,Cat Kayu,Cat,Kaleng,1,89000,89000,1/1/2024
T1954,Cat Tembok,Cat,Kaleng,6,232000,1392000,1/2/2024
T1829,Kuas,Alat,Buah,1,18000,18000,1/7/2024
T1557,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/6/2024
T1939,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/9/2024
T1661,Besi Beton,Bahan Logam dan PVC,Batang,6,101000,606000,1/4/2024
T1557,Semen,Material Konstruksi,Zak,8,63000,504000,1/9/2024
T1060,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/9/2024
T1627,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/1/2024
T1309,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/4/2024
T1337,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/3/2024
T1622,Semen,Material Konstruksi,Zak,7,63000,441000,1/1/2024
T1132,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/7/2024
T1375,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/3/2024
T1075,Cat Kayu,Cat,Kaleng,7,89000,623000,1/4/2024
T1328,Cat Kayu,Cat,Kaleng,3,89000,267000,1/9/2024
T1641,Kuas,Alat,Buah,10,18000,180000,1/7/2024
T1008,Kuas,Alat,Buah,5,18000,90000,1/3/2024
T1652,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/8/2024
T1416,Kuas,Alat,Buah,4,18000,72000,1/8/2024
T1147,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/9/2024
T1536,Pasir,Material Konstruksi,Meter Kubik,5,447000,2235000,1/5/2024
T1125,Sambungan PVC,Bahan Logam dan PVC,Buah,9,11000,99000,1/2/2024
T1627,Sambungan PVC,Bahan Logam dan PVC,Buah,3,11000,33000,1/1/2024
T1280,Semen,Material Konstruksi,Zak,1,63000,63000,1/8/2024
T1616,Cat Kayu,Cat,Kaleng,5,89000,445000,1/3/2024
T1520,Cat Tembok,Cat,Kaleng,7,232000,1624000,1/6/2024
T1013,Pasir,Material Konstruksi,Meter Kubik,1,447000,447000,1/1/2024
T1942,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/8/2024
T1071,Kuas,Alat,Buah,3,18000,54000,1/2/2024
T1354,Pasir,Material Konstruksi,Meter Kubik,10,447000,4470000,1/7/2024
T1987,Semen,Material Konstruksi,Zak,8,63000,504000,1/7/2024
T1361,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/1/2024
T1345,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/1/2024
T1718,Kuas,Alat,Buah,7,18000,126000,1/2/2024
T1599,Cat Tembok,Cat,Kaleng,8,232000,1856000,1/6/2024
T2051,Sambungan PVC,Bahan Logam dan PVC,Buah,9,11000,99000,1/1/2024
T1988,Semen,Material Konstruksi,Zak,10,63000,630000,1/2/2024
T1203,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/5/2024
T2054,Kuas,Alat,Buah,10,18000,180000,1/7/2024
T1252,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/7/2024
T1298,Cat Kayu,Cat,Kaleng,7,89000,623000,1/5/2024
T1331,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/4/2024
T1873,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/7/2024
T1441,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/1/2024
T1568,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/2/2024
T1753,Pasir,Material Konstruksi,Meter Kubik,7,447000,3129000,1/8/2024
T1085,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/9/2024
T1904,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/3/2024
T1788,Cat Tembok,Cat,Kaleng,1,232000,232000,1/4/2024
T1773,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/5/2024
T1411,Semen,Material Konstruksi,Zak,4,63000,252000,1/5/2024
T1191,Batu Bata,Material Konstruksi,Buah,2,1000,2000,1/3/2024
T1584,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/5/2024
T1933,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/2/2024
T1859,Kuas,Alat,Buah,3,18000,54000,1/8/2024
T1148,Cat Tembok,Cat,Kaleng,3,232000,696000,1/3/2024
T1375,Pipa PVC,Bahan Logam dan PVC,Batang,10,50000,500000,1/2/2024
T1924,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/1/2024
T1329,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/9/2024
T1432,Cat Tembok,Cat,Kaleng,2,232000,464000,1/6/2024
T1538,Pipa PVC,Bahan Logam dan PVC,Batang,3,50000,150000,1/9/2024
T1256,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/7/2024
T1808,Cat Tembok,Cat,Kaleng,7,232000,1624000,1/5/2024
T1549,Cat Tembok,Cat,Kaleng,8,232000,1856000,1/2/2024
T1985,Cat Tembok,Cat,Kaleng,8,232000,1856000,1/7/2024
T1797,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/5/2024
T1210,Kuas,Alat,Buah,7,18000,126000,1/4/2024
T2046,Kuas,Alat,Buah,8,18000,144000,1/8/2024
T1680,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/4/2024
T1243,Cat Kayu,Cat,Kaleng,9,89000,801000,1/7/2024
T1072,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/4/2024
T1273,Semen,Material Konstruksi,Zak,8,63000,504000,1/1/2024
T1542,Kuas,Alat,Buah,10,18000,180000,1/9/2024
T1781,Cat Tembok,Cat,Kaleng,6,232000,1392000,1/9/2024
T1831,Pasir,Material Konstruksi,Meter Kubik,8,447000,3576000,1/7/2024
T1997,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/7/2024
T1515,Semen,Material Konstruksi,Zak,8,63000,504000,1/9/2024
T1394,Semen,Material Konstruksi,Zak,2,63000,126000,1/1/2024
T1622,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/5/2024
T1384,Sambungan PVC,Bahan Logam dan PVC,Buah,6,11000,66000,1/6/2024
T1567,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/6/2024
T1973,Cat Kayu,Cat,Kaleng,2,89000,178000,1/5/2024
T1966,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/2/2024
T1059,Semen,Material Konstruksi,Zak,5,63000,315000,1/1/2024
T1037,Semen,Material Konstruksi,Zak,1,63000,63000,1/9/2024
T1382,Semen,Material Konstruksi,Zak,5,63000,315000,1/9/2024
T1432,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/8/2024
T1901,Semen,Material Konstruksi,Zak,5,63000,315000,1/9/2024
T1256,Semen,Material Konstruksi,Zak,9,63000,567000,1/3/2024
T1315,Semen,Material Konstruksi,Zak,3,63000,189000,1/2/2024
T1419,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/1/2024
T1433,Semen,Material Konstruksi,Zak,4,63000,252000,1/3/2024
T1963,Sambungan PVC,Bahan Logam dan PVC,Buah,2,11000,22000,1/1/2024
T1045,Pasir,Material Konstruksi,Meter Kubik,5,447000,2235000,1/1/2024
T1229,Kuas,Alat,Buah,4,18000,72000,1/8/2024
T1087,Batu Bata,Material Konstruksi,Buah,2,1000,2000,1/8/2024
T1600,Sambungan PVC,Bahan Logam dan PVC,Buah,6,11000,66000,1/3/2024
T1060,Batu Bata,Material Konstruksi,Buah,10,1000,10000,1/9/2024
T1557,Cat Tembok,Cat,Kaleng,5,232000,1160000,1/5/2024
T1986,Kuas,Alat,Buah,4,18000,72000,1/4/2024
T1111,Kuas,Alat,Buah,9,18000,162000,1/4/2024
T1382,Besi Beton,Bahan Logam dan PVC,Batang,6,101000,606000,1/1/2024
T1116,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/3/2024
T1643,Cat Kayu,Cat,Kaleng,1,89000,89000,1/5/2024
T1146,Sambungan PVC,Bahan Logam dan PVC,Buah,4,11000,44000,1/1/2024
T1062,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/8/2024
T1679,Semen,Material Konstruksi,Zak,4,63000,252000,1/6/2024
T1460,Cat Kayu,Cat,Kaleng,9,89000,801000,1/2/2024
T1336,Pipa PVC,Bahan Logam dan PVC,Batang,10,50000,500000,1/7/2024
T2011,Pipa PVC,Bahan Logam dan PVC,Batang,3,50000,150000,1/3/2024
T1978,Kuas,Alat,Buah,9,18000,162000,1/6/2024
T1572,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/7/2024
T1241,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/1/2024
T1895,Semen,Material Konstruksi,Zak,7,63000,441000,1/5/2024
T1122,Cat Tembok,Cat,Kaleng,1,232000,232000,1/6/2024
T1848,Semen,Material Konstruksi,Zak,9,63000,567000,1/7/2024
T1765,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/5/2024
T1825,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/8/2024
T1656,Kuas,Alat,Buah,9,18000,162000,1/7/2024
T1556,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/1/2024
T1051,Cat Kayu,Cat,Kaleng,3,89000,267000,1/2/2024
T1299,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/8/2024
T1027,Cat Kayu,Cat,Kaleng,4,89000,356000,1/5/2024
T1590,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/1/2024
T2001,Cat Tembok,Cat,Kaleng,10,232000,2320000,1/8/2024
T1128,Kuas,Alat,Buah,2,18000,36000,1/3/2024
T1478,Cat Kayu,Cat,Kaleng,10,89000,890000,1/1/2024
T1466,Cat Tembok,Cat,Kaleng,3,232000,696000,1/9/2024
T1188,Semen,Material Konstruksi,Zak,4,63000,252000,1/4/2024
T1416,Semen,Material Konstruksi,Zak,2,63000,126000,1/6/2024
T1852,Cat Tembok,Cat,Kaleng,7,232000,1624000,1/9/2024
T1276,Kuas,Alat,Buah,4,18000,72000,1/5/2024
T1040,Cat Kayu,Cat,Kaleng,10,89000,890000,1/3/2024
T1540,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/7/2024
T1789,Cat Tembok,Cat,Kaleng,1,232000,232000,1/1/2024
T1332,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/6/2024
T1869,Semen,Material Konstruksi,Zak,7,63000,441000,1/7/2024
T1796,Semen,Material Konstruksi,Zak,1,63000,63000,1/5/2024
T1557,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/1/2024
T1471,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/9/2024
T1563,Cat Tembok,Cat,Kaleng,2,232000,464000,1/2/2024
T1598,Semen,Material Konstruksi,Zak,3,63000,189000,1/1/2024
T1247,Pasir,Material Konstruksi,Meter Kubik,1,447000,447000,1/5/2024
T1572,Pipa PVC,Bahan Logam dan PVC,Batang,3,50000,150000,1/7/2024
T1492,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/7/2024
T1308,Pasir,Material Konstruksi,Meter Kubik,8,447000,3576000,1/7/2024
T1455,Semen,Material Konstruksi,Zak,5,63000,315000,1/4/2024
T1964,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/1/2024
T1633,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/1/2024
T1565,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/1/2024
T1527,Semen,Material Konstruksi,Zak,8,63000,504000,1/5/2024
T1798,Kuas,Alat,Buah,8,18000,144000,1/4/2024
T1840,Semen,Material Konstruksi,Zak,10,63000,630000,1/3/2024
T1105,Cat Tembok,Cat,Kaleng,10,232000,2320000,1/3/2024
T1845,Pipa PVC,Bahan Logam dan PVC,Batang,2,50000,100000,1/3/2024
T1407,Pasir,Material Konstruksi,Meter Kubik,1,447000,447000,1/9/2024
T1638,Pasir,Material Konstruksi,Meter Kubik,7,447000,3129000,1/5/2024
T1814,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/6/2024
T1166,Semen,Material Konstruksi,Zak,5,63000,315000,1/4/2024
T1996,Pipa PVC,Bahan Logam dan PVC,Batang,10,50000,500000,1/9/2024
T1992,Sambungan PVC,Bahan Logam dan PVC,Buah,9,11000,99000,1/2/2024
T1489,Cat Tembok,Cat,Kaleng,4,232000,928000,1/6/2024
T1485,Semen,Material Konstruksi,Zak,9,63000,567000,1/4/2024
T1086,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/3/2024
T1439,Pasir,Material Konstruksi,Meter Kubik,10,447000,4470000,1/4/2024
T1734,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/5/2024
T1410,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/4/2024
T2060,Batu Bata,Material Konstruksi,Buah,10,1000,10000,1/7/2024
T1380,Semen,Material Konstruksi,Zak,7,63000,441000,1/8/2024
T1165,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/6/2024
T1979,Pasir,Material Konstruksi,Meter Kubik,3,447000,1341000,1/8/2024
T1191,Semen,Material Konstruksi,Zak,10,63000,630000,1/4/2024
T1495,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/3/2024
T1008,Cat Kayu,Cat,Kaleng,6,89000,534000,1/9/2024
T2031,Semen,Material Konstruksi,Zak,9,63000,567000,1/2/2024
T1203,Semen,Material Konstruksi,Zak,1,63000,63000,1/6/2024
T1516,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/2/2024
T1832,Semen,Material Konstruksi,Zak,2,63000,126000,1/3/2024
T1386,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/9/2024
T1679,Cat Kayu,Cat,Kaleng,7,89000,623000,1/3/2024
T1884,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/1/2024
T1783,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/6/2024
T1746,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/5/2024
T1819,Sambungan PVC,Bahan Logam dan PVC,Buah,6,11000,66000,1/1/2024
T1695,Cat Kayu,Cat,Kaleng,9,89000,801000,1/5/2024
T1032,Sambungan PVC,Bahan Logam dan PVC,Buah,3,11000,33000,1/9/2024
T1392,Batu Bata,Material Konstruksi,Buah,2,1000,2000,1/9/2024
T2052,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/7/2024
T1225,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/3/2024
T2046,Cat Kayu,Cat,Kaleng,3,89000,267000,1/7/2024
T1472,Pasir,Material Konstruksi,Meter Kubik,7,447000,3129000,1/9/2024
T1316,Pasir,Material Konstruksi,Meter Kubik,7,447000,3129000,1/6/2024
T1885,Semen,Material Konstruksi,Zak,7,63000,441000,1/4/2024
T1257,Semen,Material Konstruksi,Zak,9,63000,567000,1/8/2024
T1122,Pasir,Material Konstruksi,Meter Kubik,5,447000,2235000,1/6/2024
T1259,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/5/2024
T1727,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/5/2024
T1541,Cat Kayu,Cat,Kaleng,1,89000,89000,1/9/2024
T1212,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/2/2024
T1426,Cat Kayu,Cat,Kaleng,8,89000,712000,1/2/2024
T1153,Pipa PVC,Bahan Logam dan PVC,Batang,4,50000,200000,1/1/2024
T1982,Cat Kayu,Cat,Kaleng,1,89000,89000,1/8/2024
T1739,Cat Tembok,Cat,Kaleng,3,232000,696000,1/3/2024
T1541,Pipa PVC,Bahan Logam dan PVC,Batang,3,50000,150000,1/7/2024
T1827,Pasir,Material Konstruksi,Meter Kubik,1,447000,447000,1/6/2024
T1329,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/9/2024
T1291,Cat Tembok,Cat,Kaleng,3,232000,696000,1/1/2024
T1089,Sambungan PVC,Bahan Logam dan PVC,Buah,3,11000,33000,1/4/2024
T1672,Semen,Material Konstruksi,Zak,4,63000,252000,1/5/2024
T1781,Cat Kayu,Cat,Kaleng,7,89000,623000,1/8/2024
T1338,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/6/2024
T1606,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/9/2024
T1821,Cat Kayu,Cat,Kaleng,7,89000,623000,1/5/2024
T1018,Kuas,Alat,Buah,6,18000,108000,1/1/2024
T1988,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/2/2024
T1694,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/1/2024
T1106,Kuas,Alat,Buah,3,18000,54000,1/8/2024
T1897,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/6/2024
T1601,Cat Kayu,Cat,Kaleng,5,89000,445000,1/3/2024
T1623,Pipa PVC,Bahan Logam dan PVC,Batang,8,50000,400000,1/5/2024
T1222,Pipa PVC,Bahan Logam dan PVC,Batang,10,50000,500000,1/8/2024
T1792,Cat Tembok,Cat,Kaleng,2,232000,464000,1/4/2024
T1960,Pasir,Material Konstruksi,Meter Kubik,10,447000,4470000,1/4/2024
T1475,Sambungan PVC,Bahan Logam dan PVC,Buah,9,11000,99000,1/6/2024
T1173,Semen,Material Konstruksi,Zak,10,63000,630000,1/6/2024
T1627,Sambungan PVC,Bahan Logam dan PVC,Buah,2,11000,22000,1/8/2024
T1710,Kuas,Alat,Buah,9,18000,162000,1/1/2024
T1498,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/9/2024
T1540,Kuas,Alat,Buah,6,18000,108000,1/6/2024
T1761,Semen,Material Konstruksi,Zak,5,63000,315000,1/3/2024
T1466,Kuas,Alat,Buah,10,18000,180000,1/5/2024
T1684,Kuas,Alat,Buah,3,18000,54000,1/2/2024
T1227,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/9/2024
T1301,Pipa PVC,Bahan Logam dan PVC,Batang,7,50000,350000,1/6/2024
T1443,Cat Kayu,Cat,Kaleng,1,89000,89000,1/1/2024
T1738,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/6/2024
T1982,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/1/2024
T1745,Pipa PVC,Bahan Logam dan PVC,Batang,5,50000,250000,1/5/2024
T1043,Cat Kayu,Cat,Kaleng,2,89000,178000,1/3/2024
T1224,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/9/2024
T1897,Pipa PVC,Bahan Logam dan PVC,Batang,5,50000,250000,1/1/2024
T1737,Kuas,Alat,Buah,2,18000,36000,1/7/2024
T1565,Kuas,Alat,Buah,10,18000,180000,1/5/2024
T1266,Cat Tembok,Cat,Kaleng,3,232000,696000,1/9/2024
T1159,Besi Beton,Bahan Logam dan PVC,Batang,9,101000,909000,1/4/2024
T1501,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/6/2024
T1740,Cat Kayu,Cat,Kaleng,1,89000,89000,1/6/2024
T1897,Semen,Material Konstruksi,Zak,9,63000,567000,1/8/2024
T1390,Cat Tembok,Cat,Kaleng,6,232000,1392000,1/4/2024
T1232,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/7/2024
T1676,Pipa PVC,Bahan Logam dan PVC,Batang,3,50000,150000,1/2/2024
T1490,Kuas,Alat,Buah,8,18000,144000,1/7/2024
T1645,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/2/2024
T1638,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/9/2024
T1063,Kuas,Alat,Buah,2,18000,36000,1/7/2024
T2026,Sambungan PVC,Bahan Logam dan PVC,Buah,8,11000,88000,1/1/2024
T1367,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/4/2024
T1243,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/6/2024
T2040,Batu Bata,Material Konstruksi,Buah,10,1000,10000,1/8/2024
T1930,Cat Tembok,Cat,Kaleng,6,232000,1392000,1/2/2024
T1758,Cat Kayu,Cat,Kaleng,1,89000,89000,1/3/2024
T1546,Besi Beton,Bahan Logam dan PVC,Batang,6,101000,606000,1/7/2024
T2001,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/1/2024
T1054,Cat Tembok,Cat,Kaleng,3,232000,696000,1/7/2024
T1599,Semen,Material Konstruksi,Zak,3,63000,189000,1/9/2024
T1603,Kuas,Alat,Buah,7,18000,126000,1/8/2024
T1646,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/1/2024
T1412,Semen,Material Konstruksi,Zak,9,63000,567000,1/7/2024
T1395,Besi Beton,Bahan Logam dan PVC,Batang,6,101000,606000,1/6/2024
T1080,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/4/2024
T1881,Cat Tembok,Cat,Kaleng,1,232000,232000,1/5/2024
T1467,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/4/2024
T2019,Cat Kayu,Cat,Kaleng,7,89000,623000,1/8/2024
T1438,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/3/2024
T1150,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/6/2024
T1912,Sambungan PVC,Bahan Logam dan PVC,Buah,9,11000,99000,1/1/2024
T1675,Pipa PVC,Bahan Logam dan PVC,Batang,10,50000,500000,1/3/2024
T1366,Kuas,Alat,Buah,10,18000,180000,1/8/2024
T1254,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/2/2024
T1189,Kuas,Alat,Buah,10,18000,180000,1/7/2024
T1755,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/7/2024
T1054,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/3/2024
T1258,Cat Kayu,Cat,Kaleng,3,89000,267000,1/7/2024
T1296,Semen,Material Konstruksi,Zak,9,63000,567000,1/6/2024
T1090,Cat Kayu,Cat,Kaleng,3,89000,267000,1/8/2024
T1268,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/3/2024
T1796,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/9/2024
T1715,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/2/2024
T1193,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/2/2024
T1854,Cat Tembok,Cat,Kaleng,3,232000,696000,1/9/2024
T1664,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/2/2024
T1278,Semen,Material Konstruksi,Zak,10,63000,630000,1/8/2024
T2004,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/2/2024
T1504,Pipa PVC,Bahan Logam dan PVC,Batang,2,50000,100000,1/4/2024
T1674,Semen,Material Konstruksi,Zak,4,63000,252000,1/6/2024
T1901,Kuas,Alat,Buah,8,18000,144000,1/6/2024
T1713,Cat Kayu,Cat,Kaleng,10,89000,890000,1/7/2024
T1969,Cat Tembok,Cat,Kaleng,4,232000,928000,1/9/2024
T1161,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/5/2024
T1837,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/2/2024
T1472,Cat Tembok,Cat,Kaleng,10,232000,2320000,1/5/2024
T1855,Cat Tembok,Cat,Kaleng,2,232000,464000,1/6/2024
T1448,Kuas,Alat,Buah,1,18000,18000,1/2/2024
T1061,Cat Tembok,Cat,Kaleng,1,232000,232000,1/5/2024
T1890,Cat Tembok,Cat,Kaleng,1,232000,232000,1/6/2024
T2048,Sambungan PVC,Bahan Logam dan PVC,Buah,3,11000,33000,1/9/2024
T1132,Semen,Material Konstruksi,Zak,3,63000,189000,1/9/2024
T1515,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/5/2024
T1577,Cat Kayu,Cat,Kaleng,8,89000,712000,1/7/2024
T1761,Semen,Material Konstruksi,Zak,1,63000,63000,1/7/2024
T1928,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/2/2024
T1697,Kuas,Alat,Buah,9,18000,162000,1/2/2024
T1528,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/9/2024
T1968,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/4/2024
T1073,Cat Tembok,Cat,Kaleng,1,232000,232000,1/4/2024
T1207,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/4/2024
T1330,Batu Bata,Material Konstruksi,Buah,10,1000,10000,1/8/2024
T1073,Cat Tembok,Cat,Kaleng,4,232000,928000,1/1/2024
T1331,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/9/2024
T1454,Pipa PVC,Bahan Logam dan PVC,Batang,4,50000,200000,1/3/2024
T1227,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/2/2024
T2017,Cat Kayu,Cat,Kaleng,2,89000,178000,1/6/2024
T1835,Semen,Material Konstruksi,Zak,6,63000,378000,1/3/2024
T2019,Pasir,Material Konstruksi,Meter Kubik,7,447000,3129000,1/3/2024
T1111,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/2/2024
T1596,Kuas,Alat,Buah,5,18000,90000,1/7/2024
T1991,Sambungan PVC,Bahan Logam dan PVC,Buah,4,11000,44000,1/9/2024
T1392,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/2/2024
T1445,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/5/2024
T1132,Besi Beton,Bahan Logam dan PVC,Batang,6,101000,606000,1/4/2024
T1137,Sambungan PVC,Bahan Logam dan PVC,Buah,6,11000,66000,1/3/2024
T1900,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/6/2024
T1186,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/3/2024
T1871,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/8/2024
T2057,Cat Tembok,Cat,Kaleng,4,232000,928000,1/4/2024
T1018,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/2/2024
T1174,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/7/2024
T1862,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/3/2024
T1579,Cat Tembok,Cat,Kaleng,1,232000,232000,1/2/2024
T1822,Pipa PVC,Bahan Logam dan PVC,Batang,3,50000,150000,1/7/2024
T1640,Sambungan PVC,Bahan Logam dan PVC,Buah,6,11000,66000,1/8/2024
T1490,Semen,Material Konstruksi,Zak,3,63000,189000,1/5/2024
T1248,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/3/2024
T1823,Cat Kayu,Cat,Kaleng,10,89000,890000,1/1/2024
T1528,Pipa PVC,Bahan Logam dan PVC,Batang,7,50000,350000,1/6/2024
T1752,Semen,Material Konstruksi,Zak,2,63000,126000,1/6/2024
